"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"582","582","42","0","2","810","2","23","5","2","1","1","44","3","4","6","4","1","15992","15901","2","0","14","3","2","0","16","2","3","1","0","0","0"
"583","583","38","0","2","833","2","18","3","4","2","2","60","1","2","1","4","2","5811","24539","3","1","16","3","3","1","15","2","3","1","0","1","0"
"584","584","28","0","2","760","3","2","4","3","2","1","81","3","2","8","2","2","4779","3698","1","1","20","4","1","0","8","2","3","8","7","7","5"
"585","585","44","0","2","1459","2","10","4","5","4","2","41","3","2","1","4","2","6465","19121","2","1","13","3","4","0","9","5","4","4","2","1","3"
"586","586","40","0","2","905","2","19","2","4","3","2","99","3","2","3","4","2","2741","16523","8","1","15","3","3","1","15","2","4","7","2","3","7"
"587","587","38","0","1","573","2","6","3","4","2","1","79","1","2","7","4","3","5329","15717","7","1","12","3","4","3","17","3","3","13","11","1","9"
"588","588","36","1","2","1218","3","9","4","2","3","2","82","2","1","9","1","1","3407","6986","7","0","23","4","2","0","10","4","3","5","3","0","3"
"589","589","37","0","2","1462","2","11","3","4","1","1","94","3","1","3","3","1","3629","19106","4","0","18","3","1","0","8","6","3","3","2","0","2"
"590","590","35","0","2","1142","2","23","4","4","3","1","30","3","1","3","1","2","4014","16002","3","1","15","3","3","1","4","3","3","2","2","2","2"
"591","591","22","0","1","457","2","26","2","5","2","1","85","2","1","7","3","2","2814","10293","1","1","14","3","2","0","4","2","2","4","2","1","3"
"592","592","34","1","2","790","3","24","4","4","1","1","40","2","2","8","2","1","4599","7815","0","1","23","4","3","0","16","2","4","15","9","10","10"
"593","593","28","1","3","1496","3","1","3","6","1","2","92","3","1","9","3","2","2909","15747","3","0","15","3","4","1","5","3","4","3","2","1","2"
"594","594","49","0","2","722","2","25","4","2","3","1","84","3","1","3","1","2","3211","22102","1","0","14","3","4","1","10","3","2","9","6","1","4"
"595","595","40","0","2","884","2","15","3","2","1","1","80","2","3","5","3","2","10435","25800","1","0","13","3","4","2","18","2","3","18","15","14","12"
"596","596","33","0","2","586","3","1","3","4","1","2","48","4","2","8","1","3","4037","21816","1","0","22","4","1","1","9","5","3","9","8","0","8"
"597","597","35","0","2","672","2","25","3","6","4","2","78","2","3","5","2","2","10903","9129","3","0","16","3","1","0","16","2","3","13","10","4","8"
"598","598","40","0","2","555","2","2","3","4","2","1","78","2","2","3","3","2","3448","13436","6","0","22","4","2","1","20","3","3","1","0","0","0"
"599","599","27","0","2","155","2","4","3","2","2","2","87","4","2","5","2","2","6142","5174","1","1","20","4","2","1","6","0","3","6","2","0","3"
"600","600","24","1","2","813","2","1","3","4","2","2","61","3","1","7","4","2","2293","3020","2","1","16","3","1","1","6","2","2","2","0","2","0"
"601","601","24","0","1","830","3","13","2","2","4","1","78","3","1","9","2","2","2033","7103","1","0","13","3","3","1","1","2","3","1","0","0","0"
"602","602","32","0","1","1200","2","1","4","6","4","2","62","3","2","7","1","2","4087","25174","4","0","14","3","2","1","9","3","2","6","5","1","2"
"603","603","30","0","2","153","2","8","2","2","2","1","73","4","3","6","1","2","11416","17802","0","1","12","3","3","3","9","4","2","8","7","1","7"
"604","604","29","0","2","1401","2","6","1","4","2","1","54","3","1","3","4","2","3131","26342","1","0","13","3","1","1","10","5","3","10","8","0","8"
"605","605","29","1","2","428","3","9","3","3","2","1","52","1","1","9","2","1","2760","14630","1","0","13","3","3","0","2","3","3","2","2","2","2"
"606","606","53","0","2","970","2","7","3","2","3","2","59","4","4","6","3","2","14814","13514","3","0","19","3","3","0","32","3","3","5","1","1","3"
"607","607","59","0","3","1225","3","1","1","2","1","1","57","2","2","8","3","1","5473","24668","7","0","11","3","4","0","20","2","2","4","3","1","3"
"608","608","38","0","2","322","3","7","2","4","1","1","44","4","2","8","1","3","5605","19191","1","1","24","4","3","1","8","3","3","8","0","7","7"
"609","609","26","0","2","652","2","7","3","5","3","2","100","4","1","3","1","1","3578","23577","0","0","12","3","4","0","8","2","3","7","7","0","7"
"610","610","33","0","1","1038","3","8","1","2","2","1","88","2","1","9","4","1","2342","21437","0","0","19","3","4","0","3","2","2","2","2","2","2"
"611","611","35","0","2","817","2","1","3","4","4","1","60","2","2","3","4","2","5363","10846","0","0","12","3","2","1","10","0","3","9","7","0","0"
"612","612","41","0","1","509","2","2","4","5","1","1","62","2","2","1","3","1","6811","2112","2","1","17","3","1","0","10","3","3","8","7","0","7"
"613","613","33","1","2","465","2","2","2","2","1","1","39","3","1","3","1","2","2707","21509","7","0","20","4","1","0","13","3","4","9","7","1","7"
"614","614","19","1","2","419","3","21","3","5","4","2","37","2","1","9","2","1","2121","9947","1","1","13","3","2","0","1","3","4","1","0","0","0"
"615","615","30","0","2","231","3","8","2","5","3","2","62","3","3","8","3","3","7264","9977","5","0","11","3","1","1","10","2","4","8","4","7","7"
"616","616","34","0","2","1157","2","5","2","4","2","2","57","2","2","3","4","2","3986","11912","1","0","14","3","3","1","15","3","4","15","10","4","13"
"617","617","33","0","2","1099","2","4","4","4","1","1","82","2","1","3","2","2","3838","8192","8","0","11","3","4","0","8","5","3","5","4","0","2"
"618","618","44","0","2","1488","3","1","5","3","2","1","75","3","2","8","1","3","5454","4009","5","1","21","4","3","1","9","2","2","4","3","1","3"
"619","619","39","0","2","613","2","6","1","4","4","2","42","2","3","1","1","2","9991","21457","4","0","15","3","1","1","9","5","3","7","7","1","7"
"620","620","35","0","1","727","2","3","3","2","3","2","41","2","1","3","3","2","1281","16900","1","0","18","3","3","2","1","3","3","1","0","0","0"
"621","621","20","1","3","871","2","6","3","2","4","1","66","2","1","3","4","1","2926","19783","1","1","18","3","2","0","1","5","3","1","0","1","0"
"622","622","47","0","3","1379","2","16","4","4","3","2","64","4","2","5","3","3","5067","6759","1","1","19","3","3","0","20","3","4","19","10","2","7"
"623","623","34","0","2","182","2","1","4","2","2","1","72","4","1","7","4","1","3280","13551","2","0","16","3","3","0","10","2","3","4","2","1","3"
"624","624","35","0","2","1146","1","26","4","2","3","1","31","3","3","2","4","1","8837","16642","1","1","16","3","3","0","9","2","3","9","0","1","7"
"625","625","28","1","3","289","2","2","2","4","3","2","38","2","1","3","1","1","2561","5355","7","0","11","3","3","0","8","2","2","0","0","0","0"
"626","626","27","0","2","1167","2","4","2","2","1","2","76","3","1","7","3","3","2517","3208","1","0","11","3","2","3","5","2","3","5","3","0","3"
"627","627","24","0","2","1476","3","4","1","4","4","1","42","3","2","8","3","2","4162","15211","1","1","12","3","3","2","5","3","3","5","4","0","3"
"628","628","38","0","2","343","2","15","2","2","3","2","92","2","3","6","4","3","11510","15682","0","1","14","3","2","1","12","3","3","11","10","2","9"
"629","629","55","0","3","1091","2","2","1","2","4","2","65","3","3","5","2","2","10976","15813","3","0","18","3","2","1","23","4","3","3","2","1","2"
"630","630","34","0","2","1442","2","9","3","4","4","1","46","2","3","1","2","1","8621","17654","1","0","14","3","2","0","9","3","4","8","7","7","7"
"631","631","55","0","2","836","2","2","4","6","2","2","98","2","1","7","4","2","2662","7975","8","0","20","4","2","1","19","2","4","5","2","0","4"
"632","632","34","0","2","937","3","1","3","3","1","2","32","3","3","8","4","1","9888","6770","1","0","21","4","1","0","14","3","2","14","8","2","1"
"633","633","38","0","2","1035","3","3","4","2","2","2","42","3","2","8","4","1","6861","4981","8","1","12","3","3","0","19","1","3","1","0","0","0"
"634","634","36","0","2","922","2","3","2","2","1","1","39","3","1","3","4","3","2835","2561","5","0","22","4","1","1","7","2","3","1","0","0","0"
"635","635","43","0","2","1001","2","7","3","2","3","1","43","3","3","1","1","2","9985","9262","8","0","16","3","1","1","10","1","2","1","0","0","0"
"636","636","35","0","3","636","2","4","4","5","4","2","47","2","1","3","4","2","2376","26537","1","0","13","3","2","1","2","2","4","2","2","2","2"
"637","637","42","0","2","469","2","2","2","4","4","2","35","3","4","4","1","2","17665","14399","0","0","17","3","4","1","23","3","3","22","6","13","7"
"638","638","34","0","2","1239","3","13","4","4","4","2","39","3","3","8","3","3","8628","22914","1","0","18","3","3","1","9","2","2","8","7","1","1"
"639","639","24","0","2","691","2","23","3","4","2","2","89","4","1","7","4","2","2725","21630","1","1","11","3","2","2","6","3","3","6","5","1","4"
"640","640","27","1","2","1420","3","2","1","3","3","2","85","3","1","9","1","3","3041","16346","0","0","11","3","2","1","5","3","3","4","3","0","2"
"641","641","30","0","2","1358","2","24","1","2","4","2","67","3","1","3","3","3","2693","13335","1","0","22","4","2","1","1","2","3","1","0","0","0"
"642","642","40","0","2","750","2","12","3","2","2","1","47","3","2","1","1","3","4448","10748","2","0","12","3","2","1","15","3","3","7","4","7","7"
"643","643","55","0","1","444","2","2","1","4","3","2","40","2","4","4","1","1","16756","17323","7","0","15","3","2","0","31","3","4","9","7","6","2"
"644","644","34","1","1","967","2","16","4","6","4","2","85","1","1","7","1","2","2307","14460","1","1","23","4","2","1","5","2","3","5","2","3","0"
"645","645","41","1","1","906","2","5","2","2","1","2","95","2","1","7","1","3","2107","20293","6","0","17","3","1","1","5","2","1","1","0","0","0"
"646","646","40","0","2","630","3","4","4","3","3","2","67","2","3","8","4","2","10855","8552","7","0","11","3","1","1","15","2","2","12","11","2","11"
"647","647","18","1","1","247","2","8","1","4","3","2","80","3","1","3","3","1","1904","13556","1","0","12","3","4","0","0","0","3","0","0","0","0"
"648","648","26","0","2","390","2","17","4","4","4","2","62","1","1","3","3","2","2305","6217","1","0","15","3","3","3","3","3","4","3","2","0","2"
"649","649","35","0","2","776","3","1","4","3","3","2","32","2","2","8","1","1","4312","23016","0","0","14","3","2","0","16","2","3","15","13","2","8"
"650","650","40","1","2","1329","2","7","3","2","1","2","73","3","1","3","1","1","2166","3339","3","1","14","3","2","0","10","3","1","4","2","0","3"
"651","651","35","0","2","992","2","1","3","4","4","2","68","2","1","3","1","1","2450","21731","1","0","19","3","2","0","3","3","3","3","0","1","2"
"652","652","60","0","2","696","3","7","4","3","2","2","52","4","2","8","4","3","5220","10893","0","1","18","3","2","1","12","3","3","11","7","1","9"
"653","653","40","0","3","593","2","9","4","4","2","1","88","3","3","6","3","1","13499","13782","9","0","17","3","3","0","20","3","2","18","7","2","13"
"654","654","48","0","2","530","3","29","1","4","1","1","91","3","3","4","3","2","12504","23978","3","0","21","4","2","1","15","3","1","0","0","0","0"
"655","655","22","1","3","1368","2","4","1","6","3","2","99","2","1","3","3","1","3894","9129","5","0","16","3","3","0","4","3","3","2","2","1","2"
"656","656","26","0","3","496","2","11","2","4","1","2","60","3","2","1","1","2","4741","22722","1","1","13","3","3","1","5","3","3","5","3","3","3"
"657","657","51","0","2","1469","2","8","4","2","2","2","81","2","3","6","2","2","12490","15736","5","0","16","3","4","2","16","5","1","10","9","4","7"
"658","658","54","0","3","1050","2","11","4","4","2","1","87","3","4","4","4","3","16032","24456","3","0","20","4","1","1","26","2","3","14","9","1","12"
"659","659","41","0","2","483","2","6","3","4","4","2","95","2","2","5","2","1","6032","10110","6","1","15","3","4","0","8","3","3","5","4","1","2"
"660","660","36","0","3","1195","2","11","3","2","2","2","95","2","2","5","2","1","6499","22656","1","0","13","3","3","0","6","3","3","6","5","0","3"
"661","661","32","0","3","430","2","24","4","2","1","2","80","3","2","3","4","2","5309","21146","1","0","15","3","4","2","10","2","3","10","8","4","7"
"662","662","34","0","2","1303","2","2","4","2","4","2","62","2","1","7","3","3","2768","8416","3","0","12","3","3","1","14","3","3","7","3","5","7"
"663","663","46","0","2","1277","3","2","3","2","3","2","74","3","3","8","4","3","10368","5596","4","1","12","3","2","1","13","5","2","10","6","0","3"
"664","664","35","0","2","802","2","10","3","5","2","2","45","3","1","3","4","3","3917","9541","1","0","20","4","1","1","3","4","2","3","2","1","2"
"665","665","34","0","1","1065","3","23","4","3","2","2","72","3","2","8","3","1","4568","10034","0","0","20","4","3","0","10","2","3","9","5","8","7"
"666","666","29","0","3","461","2","1","3","2","4","2","70","4","2","1","3","1","6294","23060","8","1","12","3","4","0","10","5","4","3","2","0","2"
"667","667","29","0","3","1413","3","1","1","4","2","1","42","3","3","8","4","2","7918","6599","1","0","14","3","4","1","11","5","3","11","10","4","1"
"668","668","33","1","2","587","2","10","1","4","1","2","38","1","1","3","4","3","3408","6705","7","0","13","3","1","3","8","2","3","4","3","1","3"
"669","669","32","1","2","1089","2","7","2","2","4","2","79","3","2","3","3","2","4883","22845","1","0","18","3","1","1","10","3","3","10","4","1","1"
"670","670","54","0","2","685","2","3","3","2","4","2","85","3","4","6","4","2","17779","23474","3","0","14","3","1","0","36","2","3","10","9","0","9"
"671","671","37","0","2","397","2","7","4","4","1","2","30","3","3","6","3","1","13664","25258","4","0","13","3","1","0","16","3","4","5","2","0","2"
"672","672","33","0","2","392","3","2","4","4","4","2","93","3","2","8","4","3","5505","3921","1","0","14","3","3","2","6","5","3","6","2","0","4"
"673","673","28","0","3","467","3","7","3","2","3","2","55","3","2","8","1","1","4898","11827","0","0","14","3","4","0","5","5","3","4","2","1","3"
"674","674","35","1","3","130","2","25","4","2","4","1","96","3","1","7","2","3","2022","16612","1","1","19","3","1","1","10","3","2","10","2","7","8"
"675","675","27","0","2","486","2","8","3","4","2","1","86","4","1","7","3","2","3517","22490","7","0","17","3","1","0","5","0","3","3","2","0","2"
"676","676","46","0","2","168","3","4","2","3","4","1","33","2","5","4","2","2","18789","9946","2","0","14","3","3","1","26","2","3","11","4","0","8"
"677","677","36","0","2","676","2","1","3","5","3","1","35","3","2","5","2","2","5228","23361","0","0","15","3","1","1","10","2","3","9","7","0","5"
"678","678","40","0","3","692","2","11","3","6","4","1","73","3","2","3","3","2","6323","26849","1","0","11","3","1","1","10","2","4","10","9","9","4"
"679","679","36","0","3","688","2","4","2","2","4","1","97","3","2","5","2","3","5131","9192","7","0","13","3","2","3","18","3","3","4","2","0","2"
"680","680","31","0","2","154","3","7","4","2","2","2","41","2","1","9","3","2","2329","11737","3","0","15","3","2","0","13","2","4","7","7","5","2"
"681","681","25","0","2","583","3","4","1","3","3","2","87","2","2","8","1","2","4256","18154","1","0","12","3","1","0","5","1","4","5","2","0","3"
"682","682","43","0","3","313","2","21","3","4","4","2","61","3","1","3","4","2","2258","15238","7","0","20","4","1","1","8","1","3","3","2","1","2"
"683","683","36","0","2","1351","2","26","4","2","1","2","80","3","2","1","3","2","5347","7419","6","0","14","3","2","2","10","2","2","3","2","0","2"
"684","684","57","0","2","334","2","24","2","2","3","2","83","4","3","1","4","3","9439","23402","3","1","16","3","2","1","12","2","1","5","3","1","4"
"685","685","28","0","2","440","2","21","3","4","3","2","42","3","1","7","4","2","2713","6672","1","0","11","3","3","1","5","2","1","5","2","0","2"
"686","686","31","0","2","1274","2","9","1","2","3","2","33","3","3","5","2","3","10648","14394","1","0","25","4","4","1","13","6","4","13","8","0","8"
"687","687","29","1","3","337","2","14","1","5","3","1","84","3","3","1","4","1","7553","22930","0","1","12","3","1","0","9","1","3","8","7","7","7"
"688","688","33","0","2","147","2","4","4","4","3","1","47","2","1","7","2","2","2622","13248","6","0","21","4","4","0","7","3","3","3","2","1","1"
"689","689","19","1","2","303","2","2","3","2","2","2","47","2","1","3","4","1","1102","9241","1","0","22","4","3","0","1","3","2","1","0","1","0"
"690","690","38","0","1","1336","1","2","3","1","1","2","100","3","1","2","2","3","2592","7129","5","0","13","3","4","3","13","3","3","11","10","3","8"
"691","691","38","0","3","888","1","10","4","1","3","2","71","3","2","2","3","2","6077","14814","3","0","11","3","3","0","10","2","3","6","3","1","2"
"692","692","47","1","1","666","2","29","4","2","1","2","88","3","3","4","2","2","11849","10268","1","1","12","3","4","1","10","2","2","10","7","9","9"
"693","693","42","0","2","1332","2","2","4","5","1","2","98","2","2","1","4","1","6781","17078","3","0","23","4","2","0","14","6","3","1","0","0","0"
"694","694","30","1","3","464","2","4","3","6","3","2","40","3","1","7","4","1","2285","3427","9","1","23","4","3","0","3","4","3","1","0","0","0"
"695","695","37","0","3","1278","3","1","4","4","3","2","31","1","2","8","4","3","9525","7677","1","0","14","3","3","2","6","2","2","6","3","1","3"
"696","696","47","0","2","1454","3","2","4","2","4","1","65","2","1","9","4","1","3294","13137","1","1","18","3","1","0","3","3","2","3","2","1","2"
"697","697","48","0","3","365","2","4","5","4","3","2","89","2","4","4","4","2","15202","5602","2","0","25","4","2","1","23","3","3","2","2","2","2"
"698","698","36","0","2","1396","2","5","2","2","4","2","62","3","2","3","2","1","5914","9945","8","0","16","3","4","0","16","3","4","13","11","3","7"
"699","699","18","1","3","544","3","3","2","4","2","1","70","3","1","9","4","1","1569","18420","1","1","12","3","3","0","0","2","4","0","0","0","0"
"700","700","46","0","2","1450","2","15","2","2","4","2","52","3","5","6","2","2","19081","10849","5","0","11","3","1","1","25","2","3","4","2","0","3"
"701","701","29","0","2","352","1","6","1","4","4","2","87","2","1","2","2","2","2804","15434","1","0","11","3","4","0","1","3","3","1","0","0","0"
"702","702","34","0","2","1400","3","9","1","2","2","1","70","3","2","8","3","2","5714","5829","1","0","20","4","1","0","6","3","2","6","5","1","3"
"703","703","35","0","1","1212","3","8","2","3","3","1","78","2","3","8","4","2","10377","13755","4","1","11","3","2","1","16","6","2","13","2","4","12"
"704","704","26","1","2","920","1","20","2","4","4","1","69","3","1","2","2","2","2148","6889","0","1","11","3","3","0","6","3","3","5","1","1","4"
"705","705","59","0","2","818","1","6","2","4","2","2","52","3","1","2","3","2","2267","25657","8","0","17","3","4","0","7","2","2","2","2","2","2"
"706","706","41","0","1","267","3","10","2","2","4","2","56","3","2","8","4","1","6230","13430","7","0","14","3","4","0","16","3","3","14","3","1","10"
"707","707","54","0","2","431","2","7","4","4","4","1","68","3","2","7","4","2","6854","15696","4","0","15","3","2","1","14","2","2","7","1","1","7"
"708","708","31","0","2","1398","1","8","2","4","4","1","96","4","1","2","2","1","2109","24609","9","0","18","3","4","0","8","3","3","3","2","0","2"
"709","709","38","0","2","1153","2","6","2","5","4","1","40","2","1","3","3","2","3702","16376","1","0","11","3","2","1","5","3","3","5","4","0","4"
"710","710","50","0","1","881","2","2","4","2","1","2","98","3","4","4","1","3","17924","4544","1","0","11","3","4","1","31","3","3","31","6","14","7"
"711","711","30","0","2","634","2","17","4","4","2","1","95","3","3","4","1","2","11916","25927","1","1","23","4","4","2","9","2","3","9","1","0","8"
"712","712","57","0","2","210","3","29","3","3","1","2","56","2","4","4","4","3","14118","22102","3","0","12","3","3","1","32","3","2","1","0","0","0"
"713","713","48","0","2","969","2","2","2","6","4","2","76","4","1","3","2","1","2559","16620","5","0","11","3","3","0","7","4","2","1","0","0","0"
"714","714","36","0","3","541","3","3","4","4","1","2","48","2","3","8","4","2","9699","7246","4","0","11","3","1","1","16","2","3","13","9","1","12"
"715","715","36","0","1","1434","3","8","4","2","1","2","76","2","3","8","1","1","7587","14229","1","0","15","3","2","0","10","1","3","10","7","0","9"
"716","716","24","1","2","240","1","22","1","1","4","2","58","1","1","2","3","2","1555","11585","1","0","11","3","3","1","1","2","3","1","0","0","0"
"717","717","30","0","2","852","3","10","3","3","3","2","72","2","2","8","3","2","6578","2706","1","0","18","3","1","1","10","3","3","10","3","1","4"
"718","718","28","0","2","857","2","10","3","5","3","1","59","3","2","7","3","1","3660","7909","3","0","13","3","4","0","10","4","4","8","7","1","7"
"719","719","35","1","3","880","3","12","4","5","4","2","36","3","2","8","4","1","4581","10414","3","1","24","4","1","0","13","2","4","11","9","6","7"
"720","720","28","0","2","950","2","3","3","4","4","1","93","3","3","5","2","3","7655","8039","0","0","17","3","2","3","10","3","2","9","7","1","7"
"721","721","37","0","2","482","2","3","3","5","3","2","36","3","3","5","3","2","9434","9606","1","0","15","3","3","1","10","2","3","10","7","7","8"
"722","722","37","0","2","671","2","19","3","2","3","2","85","3","2","5","3","2","5768","26493","3","0","17","3","1","3","9","2","2","4","3","0","2"
"723","723","34","0","3","560","2","1","4","5","4","2","91","3","1","7","1","3","2996","20284","5","0","14","3","3","2","10","2","3","4","3","1","3"
"724","724","36","0","2","796","2","12","5","4","4","1","51","2","3","5","4","1","8858","15669","0","0","11","3","2","0","15","2","2","14","8","7","8"
"725","725","42","0","2","1142","2","8","3","2","4","2","81","3","1","3","3","1","3968","13624","4","0","13","3","4","0","8","3","3","0","0","0","0"
"726","726","25","0","2","685","2","1","3","2","1","1","62","3","2","5","3","2","4898","7505","0","0","12","3","4","2","5","3","3","4","2","1","2"
"727","727","37","0","3","1231","3","21","2","4","3","1","54","3","1","9","4","2","2973","21222","5","0","15","3","2","1","10","3","3","5","4","0","0"
"728","728","34","0","3","878","2","10","4","4","4","2","43","3","1","7","3","3","3815","5972","1","1","17","3","4","1","5","4","4","5","3","2","0"
"729","729","26","1","2","471","2","24","3","6","3","2","66","1","1","3","4","1","2340","23213","1","1","18","3","2","0","1","3","1","1","0","0","0"
"730","730","22","0","2","594","2","2","1","6","3","2","100","3","1","3","4","2","2523","19299","0","0","14","3","3","1","3","2","3","2","1","2","1"
"731","731","43","0","2","177","2","8","3","2","1","1","55","3","2","5","2","3","4765","23814","4","0","21","4","3","1","4","2","4","1","0","0","0"
"732","732","39","1","2","1162","3","3","2","4","4","1","41","3","2","8","3","2","5238","17778","4","1","18","3","1","0","12","3","2","1","0","0","0"
"733","733","27","1","3","1337","1","22","3","1","1","1","58","2","1","2","2","2","2863","19555","1","0","12","3","1","0","1","2","3","1","0","0","0"
"734","734","32","1","1","1474","3","11","4","5","4","2","60","4","2","8","3","2","4707","23914","8","0","12","3","4","0","6","2","3","4","2","1","2"
"735","735","34","0","2","479","2","7","4","4","1","2","35","3","1","7","4","1","2972","22061","1","0","13","3","3","0","1","4","1","1","0","0","0"
"736","736","27","0","2","511","3","2","2","4","1","1","89","4","2","8","3","1","6500","26997","0","0","14","3","2","0","9","5","2","8","7","0","7"
"737","737","39","0","2","722","3","24","1","3","2","1","60","2","4","8","4","2","12031","8828","0","0","11","3","1","1","21","2","2","20","9","9","6"
"738","738","59","0","2","326","3","3","3","2","3","1","48","2","2","8","4","1","5171","16490","5","0","17","3","4","0","13","2","3","6","1","0","5"
"739","739","35","0","2","1219","3","18","3","4","3","1","86","3","2","8","3","2","4601","6179","1","0","16","3","2","0","5","3","3","5","2","1","0"
"740","740","35","0","2","538","2","25","2","5","1","2","54","2","2","3","4","1","3681","14004","4","0","14","3","4","0","9","3","3","3","2","0","2"
"741","741","25","0","2","959","3","28","3","2","1","2","41","2","2","8","3","2","8639","24835","2","0","18","3","4","0","6","3","3","2","2","2","2"
"742","742","31","0","2","688","3","7","3","2","3","2","44","2","3","4","4","3","11557","25291","9","0","21","4","3","1","10","3","2","5","4","0","1"
"743","743","37","0","2","674","2","13","3","4","1","2","47","3","2","7","4","2","4285","3031","1","0","17","3","1","0","10","2","3","10","8","3","7"
"744","744","23","0","2","160","2","4","1","4","3","1","51","3","1","3","2","1","3295","12862","1","0","13","3","3","0","3","3","1","3","2","1","2"
"745","745","25","0","2","1382","3","8","2","5","1","1","85","3","2","8","3","3","4907","13684","0","1","22","4","2","1","6","3","2","5","3","0","4"
"746","746","24","0","2","350","2","21","2","6","3","2","57","2","1","3","1","3","2296","10036","0","0","14","3","2","3","2","3","3","1","1","0","0"
"747","747","29","1","2","350","1","13","3","1","1","2","56","2","1","2","1","3","2335","3157","4","1","15","3","4","3","4","3","3","2","2","2","0"
"748","748","34","0","3","669","2","1","3","4","4","2","97","2","2","1","1","1","5343","25755","0","0","20","4","3","0","14","3","3","13","9","4","9"
"749","749","24","0","2","506","2","29","1","4","2","2","91","3","1","3","1","3","3907","3622","1","0","13","3","2","3","6","2","4","6","2","1","2"
"750","750","33","0","2","134","2","2","3","2","3","2","90","3","1","7","4","1","2500","10515","0","0","14","3","1","0","4","2","4","3","1","0","2"
"751","751","20","1","3","769","3","9","3","3","4","1","54","3","1","9","4","1","2323","17205","1","1","14","3","2","0","2","3","3","2","2","0","2"
"752","752","31","1","3","1060","3","1","3","2","4","1","54","3","1","9","2","1","2302","8319","1","1","11","3","1","0","3","2","4","3","2","2","2"
"753","753","50","0","3","1234","2","20","5","4","2","2","41","3","4","1","3","2","11245","20689","2","1","15","3","3","1","32","3","3","30","8","12","13"
"754","754","46","1","2","1254","3","10","3","2","3","1","64","3","3","8","2","2","7314","14011","5","0","21","4","3","3","14","2","3","8","7","0","7"
"755","755","54","0","2","1217","2","2","4","6","1","1","60","3","3","6","3","2","13549","24001","9","0","12","3","1","1","16","5","1","4","3","0","3"
"756","756","44","0","1","381","2","24","3","4","1","2","49","1","1","3","3","1","3708","2104","2","0","14","3","3","0","9","5","3","5","2","1","4"
"757","757","35","0","2","1137","2","21","1","2","4","1","51","3","2","1","4","2","4014","19170","1","1","25","4","4","1","10","2","1","10","6","0","7"
"758","758","49","0","2","1495","2","5","4","6","1","2","96","3","2","1","3","2","6651","21534","2","0","14","3","2","1","20","0","2","3","2","1","2"
"759","759","38","0","2","1495","2","4","2","4","4","1","87","3","1","3","3","2","3306","26176","7","0","19","3","4","1","7","5","2","0","0","0","0"
"760","760","45","1","2","1449","3","2","3","3","1","1","94","1","5","4","2","1","18824","2493","2","1","16","3","1","0","26","2","3","24","10","1","11"
"761","761","29","1","2","906","2","10","3","2","4","1","92","2","1","7","1","1","2404","11479","6","1","20","4","3","0","3","5","3","0","0","0","0"
"762","762","47","0","2","202","2","2","2","5","3","1","33","3","4","4","4","2","16752","12982","1","1","11","3","3","1","26","3","2","26","14","3","0"
"763","763","41","0","1","256","3","10","2","4","3","2","40","1","2","8","2","1","6151","22074","1","0","13","3","1","0","19","4","3","19","2","11","9"
"764","764","50","0","1","145","3","1","3","2","4","1","95","3","2","8","3","2","6347","24920","0","0","12","3","1","1","19","3","3","18","7","0","13"
"765","765","34","0","2","829","1","3","2","1","3","2","88","3","1","2","4","2","3737","2243","0","0","19","3","3","1","4","1","1","3","2","0","2"
"766","766","45","0","2","1015","2","5","5","4","3","1","50","1","2","3","1","1","5769","23447","1","1","14","3","1","0","10","3","3","10","7","1","4"
"767","767","41","0","2","509","2","7","2","6","2","1","43","4","1","7","3","2","3376","18863","1","0","13","3","3","0","10","3","3","10","6","0","8"
"768","768","40","0","1","1094","3","28","3","5","3","2","58","1","3","8","1","3","10932","11373","3","0","15","3","3","1","20","2","3","1","0","0","1"
"769","769","46","0","2","150","2","2","4","6","4","2","60","3","2","5","4","3","7379","17433","2","0","11","3","3","1","12","3","2","6","3","1","4"
"770","770","45","0","1","1050","3","9","4","2","2","1","65","2","2","8","3","2","5593","17970","1","0","13","3","4","1","15","2","3","15","10","4","12"
"771","771","33","0","3","508","3","10","3","3","2","2","46","2","2","8","4","1","4682","4317","3","0","14","3","3","0","9","6","2","7","7","0","1"
"772","772","46","0","2","526","3","1","2","3","2","1","92","3","3","8","1","3","10453","2137","1","0","25","4","3","3","24","2","3","24","13","15","7"
"773","773","39","0","3","505","2","2","4","6","3","1","64","3","3","1","3","1","10938","6420","0","0","25","4","4","0","20","1","3","19","6","11","8"
"774","774","36","1","2","318","2","9","3","4","4","2","79","2","1","7","3","2","3388","21777","0","1","17","3","1","1","2","0","2","1","0","0","0"
"775","775","42","0","3","288","2","2","3","2","4","2","40","3","3","1","4","2","10124","18611","2","1","14","3","3","1","24","3","1","20","8","13","9"
"776","776","23","0","2","310","2","10","1","4","1","2","79","4","1","7","3","1","3505","19630","1","0","18","3","4","0","2","3","3","2","2","0","2"
